0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -2 -2 -1 -2 -2 -1 -2 -2 -1 -2 -2 -2 -2 -2 -1 -2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2 2 2 2 3 -8 -8 -8 1 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 -9 -9 -8 -8 -8 -9 -9
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 -9 -9 -8 -8 -8 -9 -9
2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -9 -9 -8 -8 -8 -9 -9
-2 -1 -1 -2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -9 -9 -8 -8 -8 -9 -9
-9 -8 -8 -9 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 -8 -8 -8 -9 -9
-7 -7 -7 -7 -7 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 3 0 0 0 0 0 0 0 0 0 0 0 5 -9 -9 -8 -8 -8 -9 -9
2 2 2 2 2 2 2 3 0 0 0 0 1 2 5 5 5 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -9 -9 -8 -8 -8 -9 -9
-2 -1 -2 -2 -1 -2 -2 4 3 0 0 1 6 -1 -2 -2 -2 -1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 -7 -7 -7 -7 -7 -7 -7 -7
-9 -9 -9 -9 -9 -9 -9 -2 4 2 2 6 -2 -9 -9 -9 -9 -9 4 2 2 2 2 2 2 2 2 3 3 -6 -5 1 1 2 2 2 2 2 2 2
-9 -9 -9 -9 -9 -9 -9 -9 -1 -2 -2 -1 -9 -9 -9 -9 -9 -9 -1 -2 -2 -2 -2 -1 -2 -2 -2 -2 -1 -8 -8 -1 4 -1 -2 -2 -1 -2 -2 -1
-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -8 -8 -9 4 -9 -9 -9 -9 -9 -9 -9
3 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -8 -8 -9 4 -9 -9 -9 -9 -9 -9 -9
-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -7 -7 -7 -7 -7 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -8 -8 -9 4 -9 -9 -9 -9 -9 -9 -9
-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 1 2 2 2 3 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -8 -8 -9 4 -9 -9 -9 -9 -9 -9 -9
-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -2 -2 -1 4 3 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -8 -8 -9 -1 -9 -9 -9 -9 -9 -9 -9
-7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 4 4 3 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
