DOOR 2 9 34 11 600 450
PIZZA 2482.0 80.0
PIZZA 940.0 1104.0
PIZZA 122.0 1168.0
PIZZA 86.0 784.0
PIZZA 601.96 642.92
PIZZA 625.0 601.96
PIZZA 640.36 635.24
PIZZA 1357.16 51.56
PIZZA 2404.2 614.76
PIZZA 1241.96 612.2
PIZZA 2114.0666666666666 831.9333333333333
PIZZA 2135.4 825.5333333333333
PIZZA 2146.0666666666666 831.9333333333333
PLATFORM 1860.0 400.0 1860.0 1180.0
PLATFORM 388.56 523.16 1320.4 116.12
PLATFORM 1617.36 651.16 1363.92 495.0
PLATFORM 2367.866666666667 940.8666666666667 2178.0 940.8666666666667
PLATFORM 2274.0 106.73333333333333 2274.0 529.1333333333333
BLOCK 2449.0666666666666 605.8666666666667
BLOCK 2114.133333333333 900.2666666666667
BLOCK 2368.0 1152.0
BLOCK 2436.266666666667 1090.1333333333334
BLOCK 2496.0 1028.2666666666667
BLOCK 91.73333333333333 981.3333333333334
BLOCK 215.46666666666667 1038.9333333333334
BLOCK 349.8666666666667 1100
BLOCK 605 1100
ENEMY 334 493 200
ENEMY 1034 440 150
HEART 1040 450
HEART 1090 450
HEART 1140 450
