DOOR 18 9 2 11 1735.5333333333333 228.2
DOOR 2 19 38 14 1563.6666666666667 776.4666666666667
ENEMY 889.5333333333333 836.2 200
ENEMY 793.5333333333333 1098.6 200
ENEMY 2056.4666666666667 1092.2 200
ENEMY 1589.2666666666667 465.0 200
ENEMY 2024.4666666666667 196.2 200
HEART 2129.0 492.73333333333335
HEART 2094.866666666667 526.8666666666667
HEART 2156.733333333333 529.0
HEART 1969.0 838.3333333333334
HEART 2028.7333333333333 838.3333333333334
HEART 2003.1333333333334 812.7333333333333
HEART 95.93333333333334 906.6
HEART 127.93333333333334 874.6
HEART 153.53333333333333 906.6
HEART 1305.5333333333333 1171.1333333333334
HEART 1337.5333333333333 1143.4
HEART 1367.4 1171.1333333333334
PIZZA 1785.5333333333333 744.4666666666667
PIZZA 471.4 665.5333333333333
PIZZA 2009.5333333333333 247.39999999999998
PIZZA 987.6666666666666 1130.6
PIZZA 2455.4 1134.8666666666666
PIZZA 1418.6 906.6
PIZZA 1051.6666666666667 170.6
PIZZA 1226.6 106.6
PIZZA 1442.0666666666666 106.6
PIZZA 567.4 309.26666666666665
PLATFORM 2372.133333333333 591.0 2372.133333333333 292.3333333333333
PLATFORM 418.0 704.0666666666667 676.1333333333333 911.0
PLATFORM 1730.0 800.0666666666667 1732.1333333333334 1171.2666666666667
BLOCK 838.4 305.06666666666666
BLOCK 1026.1333333333334 230.39999999999998
BLOCK 1203.2 155.73333333333332
BLOCK 1416.5333333333333 157.86666666666667
BLOCK 706.1333333333333 473.6
