DOOR 19 3 39 8 1150 535
PIZZA 471.4 89.53333333333333
PIZZA 949.2666666666667 113.0
PIZZA 759.4 505.5333333333333
PIZZA 1433.5333333333333 87.4
PIZZA 2167.4 311.4
PIZZA 2267.6666666666665 569.5333333333333
PIZZA 2201.5333333333333 829.8
PIZZA 217.53333333333333 1113.5333333333333
PIZZA 89.53333333333333 853.2666666666667
PIZZA 2457.5333333333333 921.5333333333333
HEART 2387.133333333333 104.46666666666667
HEART 2421.266666666667 59.66666666666667
HEART 2455.4 106.6
HEART 1226.6 904.4666666666667
HEART 1256.4666666666667 872.4666666666667
HEART 1282.0666666666666 904.4666666666667
HEART 1969.0 1115.6666666666667
PIZZA 1973.2666666666667 691.1333333333333
PLATFORM 2.0 367.0 2.0 593.1333333333333
PLATFORM 900.1333333333333 179.26666666666668 900.1333333333333 921.6666666666666
ENEMY 1371.7333333333333 518.4 200
ENEMY 441.6 836.2666666666667 200
ENEMY 1068.8 1088.0 800
